m_bError = False | m_ID = 1 | m_mName = Hero_mName_1 | m_SkinId = 1011 | m_PreLoadID = 1 | m_Prefabs = hero_gongjianshou | m_Size = 0.75 | m_GuideType = 1 | m_Head = Atlas_HeadIcon/HeroHead001 | m_HeadExt = Atlas_HeadIcon/HeroHead0481 | m_SmallMap = Hero011 | m_LargeMap = Hero011 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 1 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 240 | m_BasePhyAtt = 117 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 10 | m_BaseHp = 2524 | m_FightHpRec = 30 | m_BaseMp = 445 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 1550 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 26500 | m_PhyLevelShield = 324 | m_MagLevelShield = 170 | m_LevelHp = 13850 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_1 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 508 | m_mName = Hero_mName_508 | m_SkinId = 1071 | m_PreLoadID = 7 | m_Prefabs = hero_alucard | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead007 | m_HeadExt =  | m_SmallMap = Hero071 | m_LargeMap = Hero071 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 265 | m_BasePhyAtt = 20 | m_BaseMagAtt = 0 | m_AttSpeed = 11250 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 22 | m_MagBaseShield = 10 | m_BaseHp = 1593 | m_FightHpRec = 39 | m_BaseMp = 419 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 20 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 30000 | m_PhyLevelShield = 480 | m_MagLevelShield = 170 | m_LevelHp = 21000 | m_HPLevelRec = 225 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_508 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 601 | m_mName = Hero_mName_601 | m_SkinId = 1021 | m_PreLoadID = 2 | m_Prefabs = hero_fuwang | m_Size = 0.86 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead002 | m_HeadExt =  | m_SmallMap = Hero021 | m_LargeMap = Hero021 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 130 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 25 | m_MagBaseShield = 10 | m_BaseHp = 2796 | m_FightHpRec = 47 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 840 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 383 | m_MagLevelShield = 170 | m_LevelHp = 24600 | m_HPLevelRec = 300 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_601 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 701 | m_mName = Hero_mName_701 | m_SkinId = 1071 | m_PreLoadID = 7 | m_Prefabs = hero_alucard | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead007 | m_HeadExt =  | m_SmallMap = Hero071 | m_LargeMap = Hero071 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 73 | m_BaseMagAtt = 0 | m_AttSpeed = 11250 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 12 | m_MagBaseShield = 6 | m_BaseHp = 1692 | m_FightHpRec = 39 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 519 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 30000 | m_PhyLevelShield = 228 | m_MagLevelShield = 102 | m_LevelHp = 12600 | m_HPLevelRec = 225 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_701 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 702 | m_mName = Hero_mName_702 | m_SkinId = 1281 | m_PreLoadID = 28 | m_Prefabs = hero_warrior | m_Size = 0.78 | m_GuideType = 2 | m_Head = Atlas_OneHeroIcon/HeroHead028 | m_HeadExt =  | m_SmallMap = Hero281 | m_LargeMap = Hero281 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 73 | m_BaseMagAtt = 0 | m_AttSpeed = 11450 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 12 | m_MagBaseShield = 6 | m_BaseHp = 1600 | m_FightHpRec = 39 | m_BaseMp = 453 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 503 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 31000 | m_PhyLevelShield = 220 | m_MagLevelShield = 110 | m_LevelHp = 22500 | m_HPLevelRec = 258 | m_LevelMp = 10000 | m_MPLevelRec = 102 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_702 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 703 | m_mName = Hero_mName_703 | m_SkinId = 1021 | m_PreLoadID = 2 | m_Prefabs = hero_fuwang | m_Size = 0.86 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead002 | m_HeadExt =  | m_SmallMap = Hero021_add | m_LargeMap = Hero021_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 71 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 6 | m_BaseHp = 1677 | m_FightHpRec = 47 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 507 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 229 | m_MagLevelShield = 102 | m_LevelHp = 14760 | m_HPLevelRec = 300 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_703 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 704 | m_mName = Hero_mName_704 | m_SkinId = 1161 | m_PreLoadID = 16 | m_Prefabs = hero_zhaoyun | m_Size = 0.77 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead016 | m_HeadExt =  | m_SmallMap = Hero161 | m_LargeMap = Hero161 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 265 | m_BasePhyAtt = 73 | m_BaseMagAtt = 0 | m_AttSpeed = 12050 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 15 | m_MagBaseShield = 6 | m_BaseHp = 1613 | m_FightHpRec = 35 | m_BaseMp = 405 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 399 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 33000 | m_PhyLevelShield = 231 | m_MagLevelShield = 102 | m_LevelHp = 12120 | m_HPLevelRec = 203 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_704 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 705 | m_mName = Hero_mName_705 | m_SkinId = 1181 | m_PreLoadID = 18 | m_Prefabs = hero_shooter | m_Size = 0.79 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead018 | m_HeadExt =  | m_SmallMap = Hero181 | m_LargeMap = Hero181 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 240 | m_BasePhyAtt = 70 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 9 | m_MagBaseShield = 6 | m_BaseHp = 1500 | m_FightHpRec = 27 | m_BaseMp = 424 | m_FightMpRec = 14 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 645 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 32000 | m_PhyLevelShield = 189 | m_MagLevelShield = 102 | m_LevelHp = 8010 | m_HPLevelRec = 102 | m_LevelMp = 10000 | m_MPLevelRec = 115 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_705 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 801 | m_mName = Hero_mName_801 | m_SkinId = 1021 | m_PreLoadID = 2 | m_Prefabs = hero_fuwang | m_Size = 0.86 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead002 | m_HeadExt =  | m_SmallMap = Hero021_add | m_LargeMap = Hero021_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 94 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 20 | m_MagBaseShield = 8 | m_BaseHp = 2236 | m_FightHpRec = 47 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 676 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 305 | m_MagLevelShield = 136 | m_LevelHp = 19680 | m_HPLevelRec = 300 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_801 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 802 | m_mName = Hero_mName_802 | m_SkinId = 1031 | m_PreLoadID = 3 | m_Prefabs = hero_shikongjianhao | m_Size = 0.78 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead003 | m_HeadExt =  | m_SmallMap = Hero031 | m_LargeMap = Hero031 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/cike | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 3 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 260 | m_MoveSpeed = 260 | m_BasePhyAtt = 93 | m_BaseMagAtt = 0 | m_AttSpeed = 10875 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 8 | m_BaseHp = 2078 | m_FightHpRec = 35 | m_BaseMp = 443 | m_FightMpRec = 16 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 900 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 256 | m_MagLevelShield = 136 | m_LevelHp = 12000 | m_HPLevelRec = 225 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_802 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 803 | m_mName = Hero_mName_803 | m_SkinId = 1041 | m_PreLoadID = 4 | m_Prefabs = hero_xixuegui | m_Size = 0.79 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead004 | m_HeadExt =  | m_SmallMap = Hero041_add | m_LargeMap = Hero041_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/fashi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 4 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20002 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 280 | m_MoveSpeed = 240 | m_BasePhyAtt = 90 | m_BaseMagAtt = 0 | m_AttSpeed = 10000 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 16 | m_MagBaseShield = 8 | m_BaseHp = 2057 | m_FightHpRec = 36 | m_BaseMp = 493 | m_FightMpRec = 18 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 444 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 10000 | m_PhyLevelShield = 272 | m_MagLevelShield = 136 | m_LevelHp = 15320 | m_HPLevelRec = 150 | m_LevelMp = 11000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_803 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 804 | m_mName = Hero_mName_804 | m_SkinId = 1061 | m_PreLoadID = 6 | m_Prefabs = hero_snow | m_Size = 0.82 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead006 | m_HeadExt =  | m_SmallMap = Hero061_add | m_LargeMap = Hero061_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 34 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 89 | m_BaseMagAtt = 0 | m_AttSpeed = 10325 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 20 | m_MagBaseShield = 8 | m_BaseHp = 2312 | m_FightHpRec = 42 | m_BaseMp = 450 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 544 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 320 | m_MagLevelShield = 136 | m_LevelHp = 21760 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_804 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 805 | m_mName = Hero_mName_805 | m_SkinId = 1071 | m_PreLoadID = 7 | m_Prefabs = hero_alucard | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead007 | m_HeadExt =  | m_SmallMap = Hero071 | m_LargeMap = Hero071 | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 28 | m_BaseSpeed = 270 | m_MoveSpeed = 260 | m_BasePhyAtt = 97 | m_BaseMagAtt = 0 | m_AttSpeed = 11250 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 16 | m_MagBaseShield = 8 | m_BaseHp = 2256 | m_FightHpRec = 39 | m_BaseMp = 0 | m_FightMpRec = 0 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 692 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 30000 | m_PhyLevelShield = 304 | m_MagLevelShield = 136 | m_LevelHp = 16800 | m_HPLevelRec = 225 | m_LevelMp = 0 | m_MPLevelRec = 0 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_805 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 806 | m_mName = Hero_mName_806 | m_SkinId = 1091 | m_PreLoadID = 9 | m_Prefabs = hero_xiongmao | m_Size = 0.84 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead009 | m_HeadExt =  | m_SmallMap = Hero091_add | m_LargeMap = Hero091_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/tanke | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 1 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 34 | m_BaseSpeed = 280 | m_MoveSpeed = 260 | m_BasePhyAtt = 92 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 18 | m_MagBaseShield = 8 | m_BaseHp = 2248 | m_FightHpRec = 42 | m_BaseMp = 422 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 452 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 288 | m_MagLevelShield = 136 | m_LevelHp = 21600 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_806 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 807 | m_mName = Hero_mName_807 | m_SkinId = 1111 | m_PreLoadID = 11 | m_Prefabs = hero_newchuanzhang | m_Size = 0.8 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead011 | m_HeadExt =  | m_SmallMap = Hero111_add | m_LargeMap = Hero111_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/zhanshi | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 2 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 31 | m_BaseSpeed = 360 | m_MoveSpeed = 260 | m_BasePhyAtt = 93 | m_BaseMagAtt = 0 | m_AttSpeed = 10125 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 17 | m_MagBaseShield = 8 | m_BaseHp = 2206 | m_FightHpRec = 42 | m_BaseMp = 433 | m_FightMpRec = 12 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 580 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 20000 | m_PhyLevelShield = 288 | m_MagLevelShield = 136 | m_LevelHp = 19520 | m_HPLevelRec = 300 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_807 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
m_bError = False | m_ID = 808 | m_mName = Hero_mName_808 | m_SkinId = 1121 | m_PreLoadID = 12 | m_Prefabs = hero_qiuyuan | m_Size = 0.82 | m_GuideType = 2 | m_Head = Atlas_HeadIcon/HeroHead012 | m_HeadExt =  | m_SmallMap = Hero121_add | m_LargeMap = Hero121_add | m_SkillList = [System.Int32[][]] | m_Sort = [System.Int32[]] | m_SortIcon = Atlas_BattleSelMode/gongshou | m_Specialty = [System.Int32[]] | m_AbilityShow = [System.Int32[]] | m_occupation = 5 | m_RecommendEquip = [System.Int32[]] | m_SurvivalHeroSort = 0 | m_SurvivalRecommendEquipType = [System.Int32[][]] | m_RecommendRune = 20001 | m_RecommendSkill = [System.Int32[]] | m_RecommendLevel = [System.Int32[]] | m_HeroVoice = [System.String[]] | m_DeathVoice = [System.String[]] | m_TypeRadius = 25 | m_BaseSpeed = 250 | m_MoveSpeed = 240 | m_BasePhyAtt = 92 | m_BaseMagAtt = 0 | m_AttSpeed = 10625 | m_AttSpeed_show = 0.8 | m_PhyBaseShield = 13 | m_MagBaseShield = 8 | m_BaseHp = 2017 | m_FightHpRec = 30 | m_BaseMp = 439 | m_FightMpRec = 15 | m_XpMax = 0 | m_CostType = [System.Int32[]] | m_Crit = 0 | m_HeivySpellAtt = 0 | m_LevelPhyAtt = 904 | m_LevelMagAtt = 0 | m_LevelAttSpeed = 25000 | m_PhyLevelShield = 272 | m_MagLevelShield = 136 | m_LevelHp = 11400 | m_HPLevelRec = 112 | m_LevelMp = 10000 | m_MPLevelRec = 100 | m_HeroGroup = [System.Int32[]] | m_HeroTask = [System.Int32[]] | m_mTale = Hero_mTale_808 | nullObj = MobileLegendsTool.TableReader.TableName.Hero_Element | 
